"","country1","country2","year","exports"
"84772","Liechtenstein","Laos",2009,NA
"84773","Liechtenstein","Vietnam",2009,NA
"84774","Liechtenstein","Malaysia",2009,NA
"84775","Liechtenstein","Singapore",2009,NA
"84776","Liechtenstein","Brunei",2009,NA
"84777","Liechtenstein","Philippines",2009,NA
"84778","Liechtenstein","Indonesia",2009,NA
"84779","Liechtenstein","East Timor",2009,NA
"84780","Liechtenstein","Australia",2009,NA
"84781","Liechtenstein","Papua New Guinea",2009,NA
"84782","Liechtenstein","New Zealand",2009,NA
"84783","Liechtenstein","Vanuatu",2009,NA
"84784","Liechtenstein","Solomon Islands",2009,NA
"84785","Liechtenstein","Kiribati",2009,NA
"84786","Liechtenstein","Tuvalu",2009,NA
"84787","Liechtenstein","Fiji",2009,NA
"84788","Liechtenstein","Tonga",2009,NA
"84789","Liechtenstein","Nauru",2009,NA
"84790","Liechtenstein","Marshall Islands",2009,NA
"84791","Liechtenstein","Palau",2009,NA
"84792","Liechtenstein","Federated States of Micr",2009,NA
"84793","Liechtenstein","St. Vincent and the Grenadines",2009,NA
"84794","Liechtenstein","Democratic Republic of the Con",2009,NA
"84795","Liechtenstein","Federated States of Micronesia",2009,NA
"84796","Liechtenstein","Samoa",2009,NA
"84797","Switzerland","United States of America",2009,16397
"84798","Switzerland","Canada",2009,3316.82
"84799","Switzerland","Bahamas",2009,112.87
"84800","Switzerland","Cuba",2009,21.91
"84801","Switzerland","Haiti",2009,1.83
"84802","Switzerland","Dominican Republic",2009,38.17
"84803","Switzerland","Jamaica",2009,63.26
"84804","Switzerland","Trinidad and Tobago",2009,10.5
"84805","Switzerland","Barbados",2009,7.55
"84806","Switzerland","Dominica",2009,0.6
"84807","Switzerland","Grenada",2009,0.14
"84808","Switzerland","St. Lucia",2009,1.36
"84809","Switzerland","St. Vincent and the Gren",2009,3.19
"84810","Switzerland","Antigua & Barbuda",2009,2.38
"84811","Switzerland","St. Kitts and Nevis",2009,0.79
"84812","Switzerland","Mexico",2009,1328.81
"84813","Switzerland","Belize",2009,5.94
"84814","Switzerland","Guatemala",2009,19.06
"84815","Switzerland","Honduras",2009,30.79
"84816","Switzerland","El Salvador",2009,26.19
"84817","Switzerland","Nicaragua",2009,9.52
"84818","Switzerland","Costa Rica",2009,126.01
"84819","Switzerland","Panama",2009,294.75
"84820","Switzerland","Colombia",2009,374.97
"84821","Switzerland","Venezuela",2009,424.58
"84822","Switzerland","Guyana",2009,1.39
"84823","Switzerland","Suriname",2009,1.33
"84824","Switzerland","Ecuador",2009,1.85
"84825","Switzerland","Peru",2009,132.98
"84826","Switzerland","Brazil",2009,2222.94
"84827","Switzerland","Bolivia",2009,12.78
"84828","Switzerland","Paraguay",2009,77.2
"84829","Switzerland","Chile",2009,208.47
"84830","Switzerland","Argentina",2009,401.21
"84831","Switzerland","Uruguay",2009,114.58
"84832","Switzerland","United Kingdom",2009,6615.4
"84833","Switzerland","Ireland",2009,614.08
"84834","Switzerland","Netherlands",2009,2669.47
"84835","Switzerland","Belgium",2009,3768.09
"84836","Switzerland","Luxembourg",2009,120.89
"84837","Switzerland","France",2009,15550.9
"84838","Switzerland","Monaco",2009,NA
"84839","Switzerland","Liechtenstein",2009,NA
"84840","Switzerland","Spain",2009,4222.02
"84841","Switzerland","Andorra",2009,NA
"84842","Switzerland","Portugal",2009,466.83
"84843","Switzerland","Germany",2009,NA
"84844","Switzerland","Poland",2009,998.44
"84845","Switzerland","Austria",2009,9702.13
"84846","Switzerland","Hungary",2009,565.61
"84847","Switzerland","Czech Republic",2009,981.4
"84848","Switzerland","Slovakia",2009,339.68
"84849","Switzerland","Italy",2009,14558.2
"84850","Switzerland","San Marino",2009,NA
"84851","Switzerland","Malta",2009,145.96
"84852","Switzerland","Albania",2009,40
"84853","Switzerland","",2009,NA
"84854","Switzerland","Macedonia",2009,123.24
"84855","Switzerland","Croatia",2009,470.99
"84856","Switzerland","Yugoslavia",2009,220.1
"84857","Switzerland","Bosnia and Herzegovina",2009,63.55
"84858","Switzerland","Slovenia",2009,347.74
"84859","Switzerland","Greece",2009,1079.21
"84860","Switzerland","Cyprus",2009,73.4
"84861","Switzerland","Bulgaria",2009,226.65
"84862","Switzerland","Moldova",2009,24.97
"84863","Switzerland","Romania",2009,507.67
"84864","Switzerland","Russia",2009,1968.11
"84865","Switzerland","Estonia",2009,46.7
"84866","Switzerland","Latvia",2009,167.21
"84867","Switzerland","Lithuania",2009,62.28
"84868","Switzerland","Ukraine",2009,442.82
"84869","Switzerland","Belarus",2009,185.03
"84870","Switzerland","Armenia",2009,123.05
"84871","Switzerland","Georgia",2009,36.33
"84872","Switzerland","Azerbaijan",2009,91.62
"84873","Switzerland","Finland",2009,460.08
"84874","Switzerland","Sweden",2009,1136.33
"84875","Switzerland","Norway",2009,769.03
"84876","Switzerland","Denmark",2009,888.12
"84877","Switzerland","Iceland",2009,99.06
"84878","Switzerland","Cape Verde",2009,0.45
"84879","Switzerland","Sao Tome and Principe",2009,0.08
"84880","Switzerland","Guinea-Bissau",2009,0.19
"84881","Switzerland","Equatorial Guinea",2009,2.71
"84882","Switzerland","Gambia",2009,8.99
"84883","Switzerland","Mali",2009,4.37
"84884","Switzerland","Senegal",2009,18.68
"84885","Switzerland","Benin",2009,27.72
"84886","Switzerland","Mauritania",2009,1.42
"84887","Switzerland","Niger",2009,19.85
"84888","Switzerland","Ivory Coast",2009,27.33
"84889","Switzerland","Guinea",2009,5.55
"84890","Switzerland","Burkina Faso",2009,4.05
"84891","Switzerland","Liberia",2009,17.63
"84892","Switzerland","Sierra Leone",2009,8.41
"84893","Switzerland","Ghana",2009,29.63
"84894","Switzerland","Togo",2009,1.8
"84895","Switzerland","Cameroon",2009,12.99
"84896","Switzerland","Nigeria",2009,192.01
"84897","Switzerland","Gabon",2009,23.38
"84898","Switzerland","Central African Republic",2009,0.33
"84899","Switzerland","Chad",2009,2.32
"84900","Switzerland","Congo",2009,6.31
"84901","Switzerland","Democratic Republic of t",2009,NA
"84902","Switzerland","Uganda",2009,13.92
"84903","Switzerland","Kenya",2009,57.23
"84904","Switzerland","Tanzania",2009,33.61
"84905","Switzerland","Burundi",2009,0.35
"84906","Switzerland","Rwanda",2009,3.18
"84907","Switzerland","Somalia",2009,0
"84908","Switzerland","Djibouti",2009,0.52
"84909","Switzerland","Ethiopia",2009,30.2
"84910","Switzerland","Eritrea",2009,0.65
"84911","Switzerland","Angola",2009,43.61
"84912","Switzerland","Mozambique",2009,15.49
"84913","Switzerland","Zambia",2009,16.86
"84914","Switzerland","Zimbabwe",2009,4.77
"84915","Switzerland","Malawi",2009,12.36
"84916","Switzerland","South Africa",2009,827.86
"84917","Switzerland","Namibia",2009,1.83
"84918","Switzerland","Lesotho",2009,0.37
"84919","Switzerland","Botswana",2009,3.13
"84920","Switzerland","Swaziland",2009,1.11
"84921","Switzerland","Madagascar",2009,4.21
"84922","Switzerland","Comoros",2009,0.09
"84923","Switzerland","Mauritius",2009,34.68
"84924","Switzerland","Seychelles",2009,2.45
"84925","Switzerland","Morocco",2009,313.14
"84926","Switzerland","Algeria",2009,504.86
"84927","Switzerland","Tunisia",2009,170.39
"84928","Switzerland","Libya",2009,155.15
"84929","Switzerland","Sudan",2009,44.32
"84930","Switzerland","Iran",2009,771.73
"84931","Switzerland","Turkey",2009,2001.89
"84932","Switzerland","Iraq",2009,113.27
"84933","Switzerland","Egypt",2009,459.66
"84934","Switzerland","Syria",2009,212.16
"84935","Switzerland","Lebanon",2009,391.19
"84936","Switzerland","Jordan",2009,120.06
"84937","Switzerland","Israel",2009,3289.4
"84938","Switzerland","Saudi Arabia",2009,1662.35
"84939","Switzerland","Yemen",2009,71.71
"84940","Switzerland","Kuwait",2009,337.65
"84941","Switzerland","Bahrain",2009,309.87
"84942","Switzerland","Qatar",2009,588.5
"84943","Switzerland","United Arab Emirates",2009,2260.22
"84944","Switzerland","Oman",2009,174.41
"84945","Switzerland","Afghanistan",2009,8.99
"84946","Switzerland","Turkmenistan",2009,33.51
"84947","Switzerland","Tajikistan",2009,10.66
"84948","Switzerland","Kyrgyzstan",2009,10.53
"84949","Switzerland","Uzbekistan",2009,85.08
"84950","Switzerland","Kazakhstan",2009,170.84
"84951","Switzerland","China",2009,17270.65
"84952","Switzerland","Hong Kong",2009,NA
"84953","Switzerland","Mongolia",2009,3.11
"84954","Switzerland","Taiwan",2009,NA
"84955","Switzerland","North Korea",2009,3.23
"84956","Switzerland","South Korea",2009,1668.26
"84957","Switzerland","Japan",2009,6266.78
"84958","Switzerland","India",2009,10222.3
"84959","Switzerland","Bhutan",2009,1.66
"84960","Switzerland","Pakistan",2009,361.05
"84961","Switzerland","Bangladesh",2009,230.93
"84962","Switzerland","Myanmar",2009,6.41
"84963","Switzerland","Sri Lanka",2009,71.71
"84964","Switzerland","Maldives",2009,2.86
"84965","Switzerland","Nepal",2009,9.98
"84966","Switzerland","Thailand",2009,2520.75
"84967","Switzerland","Cambodia",2009,52.43
"84968","Switzerland","Laos",2009,2.32
"84969","Switzerland","Vietnam",2009,406.6
"84970","Switzerland","Malaysia",2009,771.62
"84971","Switzerland","Singapore",2009,2485.26
"84972","Switzerland","Brunei",2009,2.64
"84973","Switzerland","Philippines",2009,237.67
"84974","Switzerland","Indonesia",2009,440.39
"84975","Switzerland","East Timor",2009,NA
"84976","Switzerland","Australia",2009,2132.82
"84977","Switzerland","Papua New Guinea",2009,0.46
"84978","Switzerland","New Zealand",2009,229.74
"84979","Switzerland","Vanuatu",2009,0.13
"84980","Switzerland","Solomon Islands",2009,0.46
"84981","Switzerland","Kiribati",2009,0
"84982","Switzerland","Tuvalu",2009,0
"84983","Switzerland","Fiji",2009,1.59
"84984","Switzerland","Tonga",2009,0.01
"84985","Switzerland","Nauru",2009,0.02
"84986","Switzerland","Marshall Islands",2009,NA
"84987","Switzerland","Palau",2009,0
"84988","Switzerland","Federated States of Micr",2009,NA
"84989","Switzerland","St. Vincent and the Grenadines",2009,NA
"84990","Switzerland","Democratic Republic of the Con",2009,9.42
"84991","Switzerland","Federated States of Micronesia",2009,NA
"84992","Switzerland","Samoa",2009,0
"84993","Spain","United States of America",2009,8192.1
"84994","Spain","Canada",2009,1284.77
"84995","Spain","Bahamas",2009,38.98
"84996","Spain","Cuba",2009,711.9
"84997","Spain","Haiti",2009,13.58
"84998","Spain","Dominican Republic",2009,287.42
"84999","Spain","Jamaica",2009,27.64
"85000","Spain","Trinidad and Tobago",2009,26.98
"85001","Spain","Barbados",2009,2.8
"85002","Spain","Dominica",2009,0.42
"85003","Spain","Grenada",2009,0.32
"85004","Spain","St. Lucia",2009,0.59
"85005","Spain","St. Vincent and the Gren",2009,9.4
"85006","Spain","Antigua & Barbuda",2009,5.76
"85007","Spain","St. Kitts and Nevis",2009,2.62
"85008","Spain","Mexico",2009,3304.45
"85009","Spain","Belize",2009,50.16
"85010","Spain","Guatemala",2009,123
"85011","Spain","Honduras",2009,62.64
"85012","Spain","El Salvador",2009,72.45
"85013","Spain","Nicaragua",2009,51.7
"85014","Spain","Costa Rica",2009,112.81
"85015","Spain","Panama",2009,239.31
"85016","Spain","Colombia",2009,441.58
"85017","Spain","Venezuela",2009,744.19
"85018","Spain","Guyana",2009,2.2
"85019","Spain","Suriname",2009,5.96
"85020","Spain","Ecuador",2009,157.35
"85021","Spain","Peru",2009,328.37
"85022","Spain","Brazil",2009,2103.04
"85023","Spain","Bolivia",2009,51.35
"85024","Spain","Paraguay",2009,43.98
"85025","Spain","Chile",2009,996.87
"85026","Spain","Argentina",2009,788.04
"85027","Spain","Uruguay",2009,138.9
"85028","Spain","United Kingdom",2009,14375.4
"85029","Spain","Ireland",2009,719.08
"85030","Spain","Netherlands",2009,6924.83
"85031","Spain","Belgium",2009,7225.67
"85032","Spain","Luxembourg",2009,182.62
"85033","Spain","France",2009,37398.4
"85034","Spain","Monaco",2009,NA
"85035","Spain","Liechtenstein",2009,NA
"85036","Spain","Switzerland",2009,3537.79
"85037","Spain","Andorra",2009,NA
"85038","Spain","Portugal",2009,23421.7
"85039","Spain","Germany",2009,NA
"85040","Spain","Poland",2009,3201.86
"85041","Spain","Austria",2009,1753.13
"85042","Spain","Hungary",2009,1156.85
"85043","Spain","Czech Republic",2009,1730.03
"85044","Spain","Slovakia",2009,590.53
"85045","Spain","Italy",2009,18351.5
"85046","Spain","San Marino",2009,NA
"85047","Spain","Malta",2009,141.26
"85048","Spain","Albania",2009,92.05
"85049","Spain","",2009,NA
"85050","Spain","Macedonia",2009,48.35
"85051","Spain","Croatia",2009,341.12
"85052","Spain","Yugoslavia",2009,147.83
"85053","Spain","Bosnia and Herzegovina",2009,65.59
"85054","Spain","Slovenia",2009,650.44
"85055","Spain","Greece",2009,2468.45
"85056","Spain","Cyprus",2009,283.13
"85057","Spain","Bulgaria",2009,380.5
"85058","Spain","Moldova",2009,30.73
"85059","Spain","Romania",2009,1026.53
"85060","Spain","Russia",2009,2276.67
"85061","Spain","Estonia",2009,98.62
"85062","Spain","Latvia",2009,136.94
"85063","Spain","Lithuania",2009,274.19
"85064","Spain","Ukraine",2009,372.16
"85065","Spain","Belarus",2009,175.4
"85066","Spain","Armenia",2009,19.01
"85067","Spain","Georgia",2009,23.48
"85068","Spain","Azerbaijan",2009,14.87
"85069","Spain","Finland",2009,674.7
"85070","Spain","Sweden",2009,1523.86
"85071","Spain","Norway",2009,929.49
"85072","Spain","Denmark",2009,1215.45
"85073","Spain","Iceland",2009,44.18
"85074","Spain","Cape Verde",2009,46.45
"85075","Spain","Sao Tome and Principe",2009,2.25
"85076","Spain","Guinea-Bissau",2009,6.18
"85077","Spain","Equatorial Guinea",2009,296.98
"85078","Spain","Gambia",2009,15.87
"85079","Spain","Mali",2009,35.26
"85080","Spain","Senegal",2009,196.47
"85081","Spain","Benin",2009,64.47
"85082","Spain","Mauritania",2009,81.47
"85083","Spain","Niger",2009,7.61
"85084","Spain","Ivory Coast",2009,181.91
"85085","Spain","Guinea",2009,48.24
"85086","Spain","Burkina Faso",2009,32.98
"85087","Spain","Liberia",2009,45.38
"85088","Spain","Sierra Leone",2009,16.72
"85089","Spain","Ghana",2009,122.19
"85090","Spain","Togo",2009,15.8
"85091","Spain","Cameroon",2009,66.78
"85092","Spain","Nigeria",2009,332.99
"85093","Spain","Gabon",2009,40.46
"85094","Spain","Central African Republic",2009,2.92
"85095","Spain","Chad",2009,5.53
"85096","Spain","Congo",2009,52.31
"85097","Spain","Democratic Republic of t",2009,NA
"85098","Spain","Uganda",2009,11.66
"85099","Spain","Kenya",2009,65.66
"85100","Spain","Tanzania",2009,27.05
"85101","Spain","Burundi",2009,2.31
"85102","Spain","Rwanda",2009,26.22
"85103","Spain","Somalia",2009,0.19
"85104","Spain","Djibouti",2009,7.67
"85105","Spain","Ethiopia",2009,45.94
"85106","Spain","Eritrea",2009,1.19
"85107","Spain","Angola",2009,546.95
"85108","Spain","Mozambique",2009,21.96
"85109","Spain","Zambia",2009,3.23
"85110","Spain","Zimbabwe",2009,1.31
"85111","Spain","Malawi",2009,0.94
"85112","Spain","South Africa",2009,853
"85113","Spain","Namibia",2009,16.14
"85114","Spain","Lesotho",2009,0.14
"85115","Spain","Botswana",2009,56.27
"85116","Spain","Swaziland",2009,0.66
"85117","Spain","Madagascar",2009,20.2
"85118","Spain","Comoros",2009,1.84
"85119","Spain","Mauritius",2009,88.39
"85120","Spain","Seychelles",2009,73.59
"85121","Spain","Morocco",2009,4615.05
"85122","Spain","Algeria",2009,2971.73
"85123","Spain","Tunisia",2009,864.18
"85124","Spain","Libya",2009,416.96
"85125","Spain","Sudan",2009,40.64
"85126","Spain","Iran",2009,684.39
"85127","Spain","Turkey",2009,3776.94
"85128","Spain","Iraq",2009,80.09
"85129","Spain","Egypt",2009,821.52
"85130","Spain","Syria",2009,280.4
"85131","Spain","Lebanon",2009,304.82
"85132","Spain","Jordan",2009,106.79
"85133","Spain","Israel",2009,880
"85134","Spain","Saudi Arabia",2009,1326.56
"85135","Spain","Yemen",2009,36.75
"85136","Spain","Kuwait",2009,207.49
"85137","Spain","Bahrain",2009,95.32
"85138","Spain","Qatar",2009,260.63
"85139","Spain","United Arab Emirates",2009,1361.57
"85140","Spain","Oman",2009,171.07
"85141","Spain","Afghanistan",2009,34.02
"85142","Spain","Turkmenistan",2009,27.7
"85143","Spain","Tajikistan",2009,1
"85144","Spain","Kyrgyzstan",2009,2.91
"85145","Spain","Uzbekistan",2009,14.93
"85146","Spain","Kazakhstan",2009,83.47
"85147","Spain","China",2009,5702.77
"85148","Spain","Hong Kong",2009,NA
"85149","Spain","Mongolia",2009,2.7
"85150","Spain","Taiwan",2009,NA
"85151","Spain","North Korea",2009,2.15
"85152","Spain","South Korea",2009,875.67
"85153","Spain","Japan",2009,2349.23
"85154","Spain","India",2009,1027.68
"85155","Spain","Bhutan",2009,0.09
"85156","Spain","Pakistan",2009,114.52
"85157","Spain","Bangladesh",2009,56.89
"85158","Spain","Myanmar",2009,5.15
"85159","Spain","Sri Lanka",2009,17.85
"85160","Spain","Maldives",2009,1.45
"85161","Spain","Nepal",2009,3.41
"85162","Spain","Thailand",2009,397.51
"85163","Spain","Cambodia",2009,1.75
"85164","Spain","Laos",2009,0.71
"85165","Spain","Vietnam",2009,178
"85166","Spain","Malaysia",2009,247.49
"85167","Spain","Singapore",2009,582.24
"85168","Spain","Brunei",2009,2
"85169","Spain","Philippines",2009,125.89
"85170","Spain","Indonesia",2009,254.02
"85171","Spain","East Timor",2009,NA
"85172","Spain","Australia",2009,1410.53
"85173","Spain","Papua New Guinea",2009,4.36
"85174","Spain","New Zealand",2009,141.47
"85175","Spain","Vanuatu",2009,9.41
"85176","Spain","Solomon Islands",2009,0.04
"85177","Spain","Kiribati",2009,0
"85178","Spain","Tuvalu",2009,0
"85179","Spain","Fiji",2009,1.06
"85180","Spain","Tonga",2009,0
"85181","Spain","Nauru",2009,0
"85182","Spain","Marshall Islands",2009,NA
"85183","Spain","Palau",2009,NA
"85184","Spain","Federated States of Micr",2009,NA
"85185","Spain","St. Vincent and the Grenadines",2009,NA
"85186","Spain","Democratic Republic of the Con",2009,27.97
"85187","Spain","Federated States of Micronesia",2009,NA
"85188","Spain","Samoa",2009,0.27
"85189","Andorra","United States of America",2009,NA
"85190","Andorra","Canada",2009,NA
"85191","Andorra","Bahamas",2009,NA
"85192","Andorra","Cuba",2009,NA
"85193","Andorra","Haiti",2009,NA
"85194","Andorra","Dominican Republic",2009,NA
"85195","Andorra","Jamaica",2009,NA
"85196","Andorra","Trinidad and Tobago",2009,NA
"85197","Andorra","Barbados",2009,NA
"85198","Andorra","Dominica",2009,NA
"85199","Andorra","Grenada",2009,NA
"85200","Andorra","St. Lucia",2009,NA
"85201","Andorra","St. Vincent and the Gren",2009,NA
"85202","Andorra","Antigua & Barbuda",2009,NA
"85203","Andorra","St. Kitts and Nevis",2009,NA
"85204","Andorra","Mexico",2009,NA
"85205","Andorra","Belize",2009,NA
"85206","Andorra","Guatemala",2009,NA
"85207","Andorra","Honduras",2009,NA
"85208","Andorra","El Salvador",2009,NA
"85209","Andorra","Nicaragua",2009,NA
"85210","Andorra","Costa Rica",2009,NA
"85211","Andorra","Panama",2009,NA
"85212","Andorra","Colombia",2009,NA
"85213","Andorra","Venezuela",2009,NA
"85214","Andorra","Guyana",2009,NA
"85215","Andorra","Suriname",2009,NA
"85216","Andorra","Ecuador",2009,NA
"85217","Andorra","Peru",2009,NA
"85218","Andorra","Brazil",2009,NA
"85219","Andorra","Bolivia",2009,NA
"85220","Andorra","Paraguay",2009,NA
"85221","Andorra","Chile",2009,NA
"85222","Andorra","Argentina",2009,NA
"85223","Andorra","Uruguay",2009,NA
"85224","Andorra","United Kingdom",2009,NA
"85225","Andorra","Ireland",2009,NA
"85226","Andorra","Netherlands",2009,NA
"85227","Andorra","Belgium",2009,NA
"85228","Andorra","Luxembourg",2009,NA
"85229","Andorra","France",2009,NA
"85230","Andorra","Monaco",2009,NA
"85231","Andorra","Liechtenstein",2009,NA
"85232","Andorra","Switzerland",2009,NA
"85233","Andorra","Spain",2009,NA
"85234","Andorra","Portugal",2009,NA
"85235","Andorra","Germany",2009,NA
"85236","Andorra","Poland",2009,NA
"85237","Andorra","Austria",2009,NA
"85238","Andorra","Hungary",2009,NA
"85239","Andorra","Czech Republic",2009,NA
"85240","Andorra","Slovakia",2009,NA
"85241","Andorra","Italy",2009,NA
"85242","Andorra","San Marino",2009,NA
"85243","Andorra","Malta",2009,NA
"85244","Andorra","Albania",2009,NA
"85245","Andorra","",2009,NA
"85246","Andorra","Macedonia",2009,NA
"85247","Andorra","Croatia",2009,NA
"85248","Andorra","Yugoslavia",2009,NA
"85249","Andorra","Bosnia and Herzegovina",2009,NA
"85250","Andorra","Slovenia",2009,NA
"85251","Andorra","Greece",2009,NA
"85252","Andorra","Cyprus",2009,NA
"85253","Andorra","Bulgaria",2009,NA
"85254","Andorra","Moldova",2009,NA
"85255","Andorra","Romania",2009,NA
"85256","Andorra","Russia",2009,NA
"85257","Andorra","Estonia",2009,NA
"85258","Andorra","Latvia",2009,NA
"85259","Andorra","Lithuania",2009,NA
"85260","Andorra","Ukraine",2009,NA
"85261","Andorra","Belarus",2009,NA
"85262","Andorra","Armenia",2009,NA
"85263","Andorra","Georgia",2009,NA
"85264","Andorra","Azerbaijan",2009,NA
"85265","Andorra","Finland",2009,NA
"85266","Andorra","Sweden",2009,NA
"85267","Andorra","Norway",2009,NA
"85268","Andorra","Denmark",2009,NA
"85269","Andorra","Iceland",2009,NA
"85270","Andorra","Cape Verde",2009,NA
"85271","Andorra","Sao Tome and Principe",2009,NA
"85272","Andorra","Guinea-Bissau",2009,NA
"85273","Andorra","Equatorial Guinea",2009,NA
"85274","Andorra","Gambia",2009,NA
"85275","Andorra","Mali",2009,NA
"85276","Andorra","Senegal",2009,NA
"85277","Andorra","Benin",2009,NA
"85278","Andorra","Mauritania",2009,NA
"85279","Andorra","Niger",2009,NA
"85280","Andorra","Ivory Coast",2009,NA
"85281","Andorra","Guinea",2009,NA
"85282","Andorra","Burkina Faso",2009,NA
"85283","Andorra","Liberia",2009,NA
"85284","Andorra","Sierra Leone",2009,NA
"85285","Andorra","Ghana",2009,NA
"85286","Andorra","Togo",2009,NA
"85287","Andorra","Cameroon",2009,NA
"85288","Andorra","Nigeria",2009,NA
"85289","Andorra","Gabon",2009,NA
"85290","Andorra","Central African Republic",2009,NA
"85291","Andorra","Chad",2009,NA
"85292","Andorra","Congo",2009,NA
"85293","Andorra","Democratic Republic of t",2009,NA
"85294","Andorra","Uganda",2009,NA
"85295","Andorra","Kenya",2009,NA
"85296","Andorra","Tanzania",2009,NA
"85297","Andorra","Burundi",2009,NA
"85298","Andorra","Rwanda",2009,NA
"85299","Andorra","Somalia",2009,NA
"85300","Andorra","Djibouti",2009,NA
"85301","Andorra","Ethiopia",2009,NA
"85302","Andorra","Eritrea",2009,NA
"85303","Andorra","Angola",2009,NA
"85304","Andorra","Mozambique",2009,NA
"85305","Andorra","Zambia",2009,NA
"85306","Andorra","Zimbabwe",2009,NA
"85307","Andorra","Malawi",2009,NA
"85308","Andorra","South Africa",2009,NA
"85309","Andorra","Namibia",2009,NA
"85310","Andorra","Lesotho",2009,NA
"85311","Andorra","Botswana",2009,NA
"85312","Andorra","Swaziland",2009,NA
"85313","Andorra","Madagascar",2009,NA
"85314","Andorra","Comoros",2009,NA
"85315","Andorra","Mauritius",2009,NA
"85316","Andorra","Seychelles",2009,NA
"85317","Andorra","Morocco",2009,NA
"85318","Andorra","Algeria",2009,NA
"85319","Andorra","Tunisia",2009,NA
"85320","Andorra","Libya",2009,NA
"85321","Andorra","Sudan",2009,NA
"85322","Andorra","Iran",2009,NA
"85323","Andorra","Turkey",2009,NA
"85324","Andorra","Iraq",2009,NA
"85325","Andorra","Egypt",2009,NA
"85326","Andorra","Syria",2009,NA
"85327","Andorra","Lebanon",2009,NA
"85328","Andorra","Jordan",2009,NA
"85329","Andorra","Israel",2009,NA
"85330","Andorra","Saudi Arabia",2009,NA
"85331","Andorra","Yemen",2009,NA
"85332","Andorra","Kuwait",2009,NA
"85333","Andorra","Bahrain",2009,NA
"85334","Andorra","Qatar",2009,NA
"85335","Andorra","United Arab Emirates",2009,NA
"85336","Andorra","Oman",2009,NA
"85337","Andorra","Afghanistan",2009,NA
"85338","Andorra","Turkmenistan",2009,NA
"85339","Andorra","Tajikistan",2009,NA
"85340","Andorra","Kyrgyzstan",2009,NA
"85341","Andorra","Uzbekistan",2009,NA
"85342","Andorra","Kazakhstan",2009,NA
"85343","Andorra","China",2009,0
"85344","Andorra","Hong Kong",2009,NA
"85345","Andorra","Mongolia",2009,NA
"85346","Andorra","Taiwan",2009,NA
"85347","Andorra","North Korea",2009,NA
"85348","Andorra","South Korea",2009,NA
"85349","Andorra","Japan",2009,NA
"85350","Andorra","India",2009,NA
"85351","Andorra","Bhutan",2009,NA
"85352","Andorra","Pakistan",2009,NA
"85353","Andorra","Bangladesh",2009,NA
"85354","Andorra","Myanmar",2009,NA
"85355","Andorra","Sri Lanka",2009,NA
"85356","Andorra","Maldives",2009,NA
"85357","Andorra","Nepal",2009,NA
"85358","Andorra","Thailand",2009,NA
"85359","Andorra","Cambodia",2009,NA
"85360","Andorra","Laos",2009,NA
"85361","Andorra","Vietnam",2009,NA
"85362","Andorra","Malaysia",2009,NA
"85363","Andorra","Singapore",2009,NA
"85364","Andorra","Brunei",2009,NA
"85365","Andorra","Philippines",2009,NA
"85366","Andorra","Indonesia",2009,NA
"85367","Andorra","East Timor",2009,NA
"85368","Andorra","Australia",2009,NA
"85369","Andorra","Papua New Guinea",2009,NA
"85370","Andorra","New Zealand",2009,NA
"85371","Andorra","Vanuatu",2009,NA
"85372","Andorra","Solomon Islands",2009,NA
"85373","Andorra","Kiribati",2009,NA
"85374","Andorra","Tuvalu",2009,NA
"85375","Andorra","Fiji",2009,NA
"85376","Andorra","Tonga",2009,NA
"85377","Andorra","Nauru",2009,NA
"85378","Andorra","Marshall Islands",2009,NA
"85379","Andorra","Palau",2009,NA
"85380","Andorra","Federated States of Micr",2009,NA
"85381","Andorra","St. Vincent and the Grenadines",2009,NA
"85382","Andorra","Democratic Republic of the Con",2009,NA
"85383","Andorra","Federated States of Micronesia",2009,NA
"85384","Andorra","Samoa",2009,NA
"85385","Portugal","United States of America",2009,1629.3
"85386","Portugal","Canada",2009,314.27
"85387","Portugal","Bahamas",2009,0.14
"85388","Portugal","Cuba",2009,17.17
"85389","Portugal","Haiti",2009,1.69
"85390","Portugal","Dominican Republic",2009,8.13
"85391","Portugal","Jamaica",2009,0.67
"85392","Portugal","Trinidad and Tobago",2009,1.98
"85393","Portugal","Barbados",2009,1.33
"85394","Portugal","Dominica",2009,0.25
"85395","Portugal","Grenada",2009,0
"85396","Portugal","St. Lucia",2009,0.01
"85397","Portugal","St. Vincent and the Gren",2009,0
"85398","Portugal","Antigua & Barbuda",2009,59.64
"85399","Portugal","St. Kitts and Nevis",2009,0.05
"85400","Portugal","Mexico",2009,326.23
"85401","Portugal","Belize",2009,0.04
"85402","Portugal","Guatemala",2009,1.87
"85403","Portugal","Honduras",2009,2.59
"85404","Portugal","El Salvador",2009,7.65
"85405","Portugal","Nicaragua",2009,2.31
"85406","Portugal","Costa Rica",2009,5.36
"85407","Portugal","Panama",2009,9.13
"85408","Portugal","Colombia",2009,12.66
"85409","Portugal","Venezuela",2009,59.91
"85410","Portugal","Guyana",2009,0.12
"85411","Portugal","Suriname",2009,0.14
"85412","Portugal","Ecuador",2009,5.89
"85413","Portugal","Peru",2009,12.52
"85414","Portugal","Brazil",2009,472.09
"85415","Portugal","Bolivia",2009,2.68
"85416","Portugal","Paraguay",2009,2.03
